16,773.91,0.2,80.0,98.39,6.08,0.25

16,1062.11,0.24,76.0,78.86,1.71,0.25
17,1046.77,0.19,81.0,60.3,2.84,0.26
17,1009.62,0.27,73.0,73.86,1.8,0.26
17,1165.38,0.18,82.0,66.19,1.57,0.2617,827.08,0.23,77.0,49.73,4.96,0.26
18,1099.55,0.16,84.0,51.78,2.72,0.25
8,805.4,0.2,80.0,101.41,5.68,0.25
18,707.51,0.15,85.0,45.96,7.5,0.25
18,195.0,0.21,79.0,51.05,13.27,0.25
19,750.11,0.2,80.0,73.81,6.37,0.3

19,967.7,0.24,76.0,47.51,2.95,0.3
19,503.87,0.22,78.0,56.19,9.26,0.3
19,758.0,0.18,82.0,97.88,6.54,0.3
19,791.64,0.29,71.0,62.27,4.44,0.3
20,636.02,0.14,86.0,136.51,8.44,0.26
20,627.5,0.17,83.0,75.5,8.23,0.26

20,752.13,0.19,81.0,94.03,6.48,0.26
20,1025.89,0.2,80.0,90.34,2.93,0.26
20,536.61,0.17,83.0,103.52,9.33,0.26
20,771.71,0.22,78.0,126.28,5.82,0.26
20,814.0,0.18,82.0,42.42,5.85,0.26
21,652.04,0.15,85.0,75.59,8.15,0.25
21,342.22,0.15,85.0,88.82,11.8,0.25
21,128.0,0.24,76.0,94.03,14.0,0.25
21,473.16,0.19,81.0,81.17,9.92,0.25
21,975.6,0.21,79.0,71.13,3.38,0.25
21,547.86,0.18,82.0,100.84,9.1,0.25
21,577.1,0.21,79.0,71.68,8.43,0.25
22,388.7,0.22,78.0,66.25,10.73,0.27
22,571.68,0.15,85.0,88.73,9.1,0.27
22,526.37,0.25,75.0,69.71,8.65,0.27
22,195.0,0.29,71.0,60.18,12.85,0.27
23,931.93,0.17,83.0,50.02,4.57,0.29
3,748.23,0.13,87.0,88.72,7.25,0.223,973.88,0.16,84.0,66.28,4.22,0.29
24,772.4,0.14,86.0,69.91,6.86,0.26
24,838.93,0.19,81.0,18.78,5.41,0.26
24,722.87,0.21,79.0,84.75,6.58,0.26
24,473.62,0.14,86.0,64.09,10.33,0.26
24,684.0,0.28,72.0,67.54,6.11,0.26
24,709.91,0.17,83.0,94.19,7.24,0.26
25,915.64,0.17,83.0,73.06,4.76,0.25

25,895.42,0.18,82.0,74.59,4.86,0.25
25,921.29,0.21,79.0,61.26,4.07,0.25
25,799.11,0.16,84.0,70.17,6.3,0.25
26,362.65,0.25,75.0,74.68,10.83,0.25
26,759.0,0.17,83.0,115.71,6.65,0.25
26,467.0,0.17,83.0,61.75,10.17,0.25
26,546.93,0.24,76.0,29.29,8.49,0.25
26,726.04,0.16,84.0,115.37,7.17,0.25
27,691.26,0.19,81.0,71.48,7.23,0.25
7,422.89,0.15,85.0,101.86,10.85,0.2527,531.87,0.15,85.0,124.57,9.57,0.25
28,470.4,0.24,76.0,54.74,9.49,0.28

28,312.36,0.15,85.0,72.85,12.15,0.28
28,742.98,0.18,82.0,55.68,6.72,0.28
29,581.91,0.23,77.0,90.34,8.14,0.25
29,924.66,0.18,82.0,113.68,4.5,0.25
29,675.47,0.18,82.0,23.54,7.54,0.25
29,243.0,0.21,79.0,63.0,12.66,0.25
30,601.81,0.2,80.0,83.85,8.23,0.25

30,421.0,0.26,74.0,95.04,9.96,0.25

31,874.51,0.26,74.0,110.04,3.83,0.24
31,1056.7,0.15,85.0,91.0,3.39,0.24
31,505.27,0.22,78.0,104.61,9.24,0.24
32,612.6,0.15,85.0,66.67,8.62,0.29

32,507.23,0.2,80.0,102.3,9.41,0.29
33,992.0,0.16,84.0,34.53,4.0,0.27

33,254.0,0.18,82.0,87.24,12.68,0.27

33,423.58,0.23,77.0,104.06,10.2,0.27
33,272.43,0.24,76.0,90.63,12.1,0.27
34,567.83,0.21,79.0,53.21,8.55,0.27
434,482.89,0.22,78.0,71.15,9.53,0.27
35,953.46,0.16,84.0,36.05,4.46,0.29
35,782.06,0.12,88.0,43.39,6.98,0.29
35,465.67,0.24,76.0,83.58,9.56,0.29
35,592.02,0.2,80.0,116.21,8.35,0.29
35,526.0,0.2,80.0,84.29,9.18,0.29
35,803.26,0.25,75.0,69.3,4.96,0.29
36,305.0,0.23,77.0,59.24,11.74,0.27
36,992.59,0.19,81.0,90.77,3.51,0.27
36,449.0,0.17,83.0,135.7,10.39,0.28
36,1169.93,0.17,83.0,87.83,1.7,0.27
36,718.28,0.16,84.0,71.66,7.26,0.27
36,522.39,0.26,74.0,91.76,8.59,0.27

37,971.04,0.15,85.0,58.48,4.4,0.26
37,80.0,0.24,76.0,127.86,14.63,0.26

38,1013.88,0.27,73.0,93.57,1.74,0.28
,915.5,0.15,85.0,132.42,5.05,0.28
38,617.08,0.17,83.0,114.47,8.36,0.28
39,967.17,0.12,88.0,81.48,4.87,0.27
39,968.33,0.21,79.0,108.09,3.48,0.27
39,915.85,0.17,83.0,123.37,4.76,0.27
39,520.9,0.2,80.0,52.93,9.24,0.27
40,700.6,0.19,81.0,61.39,7.12,0.27

40,122.28,0.17,83.0,85.99,14.32,0.27
41,864.75,0.17,83.0,97.61,5.38,0.27

41,502.7,0.17,83.0,95.92,9.74,0.27

41,648.75,0.21,79.0,94.33,7.52,0.27
41,454.03,0.21,79.0,116.06,9.99,0.27
42,849.85,0.24,76.0,94.02,4.5,0.28

42,639.47,0.23,77.0,59.55,7.4,0.28
42,839.0,0.19,81.0,110.15,5.41,0.28
42,259.72,0.27,73.0,50.01,12.07,0.28
43,732.0,0.24,76.0,126.48,6.05,0.26

43,962.55,0.09,91.0,49.62,5.32,0.26
43,298.33,0.17,83.0,77.78,12.2,0.26
44,475.81,0.24,76.0,65.07,9.42,0.25
44,517.83,0.19,81.0,53.23,9.37,0.25
44,795.0,0.15,85.0,75.3,6.47,0.25
44,936.76,0.26,74.0,49.63,2.99,0.25
44,807.0,0.17,83.0,56.17,6.07,0.25
44,618.61,0.17,83.0,66.73,8.34,0.25
45,993.82,0.25,75.0,40.02,2.42,0.24
45,907.94,0.18,82.0,71.09,4.71,0.24
45,380.0,0.16,84.0,102.2,11.29,0.24
45,609.01,0.23,77.0,82.1,7.79,0.24
45,691.6,0.18,82.0,51.27,7.35,0.24
46,552.9,0.22,78.0,65.52,8.63,0.26

46,1026.02,0.2,80.0,52.79,2.92,0.26
46,172.42,0.14,86.0,30.12,13.83,0.26
46,226.43,0.19,81.0,57.0,12.97,0.26
47,342.0,0.14,86.0,79.23,11.86,0.27
47,566.82,0.18,82.0,103.7,8.87,0.27
47,482.42,0.24,76.0,72.32,9.34,0.27
47,1147.47,0.19,81.0,60.27,1.6,0.27
48,447.81,0.28,72.0,96.41,9.39,0.24
48,532.73,0.29,71.0,110.04,8.09,0.24
48,798.0,0.18,82.0,94.74,6.05,0.24
48,964.79,0.15,85.0,109.09,4.47,0.24
49,514.16,0.21,79.0,64.37,9.23,0.25
49,684.1,0.11,89.0,92.68,8.19,0.25


49,583.07,0.18,82.0,128.23,8.67,0.25
50,558.22,0.24,76.0,67.94,8.34,0.27
50,633.13,0.16,84.0,84.85,8.27,0.27

50,547.52,0.14,86.0,77.41,9.47,0.27
51,374.0,0.22,78.0,90.54,10.92,0.29

51,333.0,0.15,85.0,93.82,11.91,0.29
51,524.18,0.21,79.0,99.74,9.1,0.29
51,1084.74,0.16,84.0,84.99,2.9,0.29
52,970.57,0.2,80.0,124.45,3.62,0.26
2,281.0,0.23,77.0,42.54,12.05,0.26
52,292.13,0.21,79.0,104.12,12.04,0.26
52,814.24,0.14,86.0,44.88,6.37,0.26
53,713.0,0.27,73.0,39.21,5.86,0.26
6
53,847.51,0.24,76.0,95.79,4.53,0.26
53,598.17,0.17,83.0,62.17,8.59,0.26
53,732.52,0.18,82.0,48.49,6.85,0.26
54,1141.32,0.16,84.0,94.29,2.22,0.26
54,894.43,0.21,79.0,85.98,4.41,0.26
55,280.0,0.2,80.0,83.74,12.25,0.26

55,565.08,0.14,86.0,79.08,9.27,0.26
55,285.0,0.15,85.0,95.47,12.47,0.26
56,570.06,0.18,82.0,69.39,8.83,0.2756,450.04,0.25,75.0,105.67,9.67,0.27
56,970.14,0.16,84.0,123.03,4.26,0.27
56,827.0,0.21,79.0,80.77,5.27,0.27
7
56,714.86,0.24,76.0,113.56,6.28,0.27
56,429.35,0.21,79.0,92.97,10.3,0.27
57,457.78,0.22,78.0,111.09,9.85,0.29
57,456.36,0.2,80.0,105.81,10.05,0.2957,496.97,0.19,81.0,112.8,9.63,0.29
57,355.92,0.21,79.0,88.68,11.23,0.29
57,1089.86,0.19,81.0,79.78,2.31,0.29
57,558.02,0.17,83.0,69.88,9.07,0.29

58,123.0,0.27,73.0,71.79,13.95,0.27
58,962.78,0.23,77.0,84.71,3.2,0.27

58,947.47,0.25,75.0,57.54,3.03,0.27
59,617.78,0.2,80.0,57.79,8.03,0.26

59,977.81,0.24,76.0,77.68,2.82,0.26
59,790.16,0.17,83.0,84.54,6.28,0.26
59,841.47,0.17,83.0,36.41,5.66,0.26
60,667.14,0.13,87.0,51.46,8.18,0.26
60,1133.48,0.18,82.0,28.39,1.96,0.26
60,620.31,0.2,80.0,65.07,8.0,0.26
60,611.82,0.23,77.0,64.12,7.76,0.26
61,753.0,0.19,81.0,108.23,6.47,0.2661,500.41,0.2,80.0,73.19,9.49,0.26
61,496.31,0.24,76.0,20.08,9.15,0.26
61,258.22,0.25,75.0,46.31,12.22,0.26
61,474.68,0.26,74.0,69.35,9.23,0.26
61,523.21,0.21,79.0,98.12,9.11,0.26
62,589.42,0.18,82.0,41.51,8.59,0.27
62,807.57,0.15,85.0,81.76,6.32,0.27
62,531.53,0.21,79.0,61.78,9.01,0.27
62,856.09,0.17,83.0,63.82,5.48,0.27
63,1001.46,0.17,83.0,72.18,3.73,0.25
3,319.96,0.16,84.0,66.94,12.0,0.25
63,959.43,0.21,79.0,67.59,3.59,0.25
64,907.92,0.18,82.0,96.81,4.71,0.27

64,1029.3,0.19,81.0,91.92,3.06,0.27
65,657.03,0.19,81.0,65.85,7.65,0.26
65,648.41,0.15,85.0,51.02,8.2,0.26

65,389.58,0.19,81.0,111.51,10.96,0.26
66,228.0,0.2,80.0,62.58,12.9,0.25


66,592.22,0.18,82.0,37.14,8.56,0.25
66,547.71,0.17,83.0,77.17,9.2,0.25
67,301.0,0.19,81.0,108.49,12.05,0.25
7,415.0,0.2,80.0,75.31,10.56,0.25
67,349.0,0.23,77.0,81.31,11.17,0.25
68,515.93,0.19,81.0,99.53,9.4,0.28
68,1121.14,0.2,80.0,121.14,1.74,0.28
68,861.31,0.25,75.0,104.97,4.18,0.28
68,577.67,0.17,83.0,72.51,8.84,0.28
68,514.0,0.17,83.0,32.75,9.6,0.28

69,694.0,0.18,82.0,77.14,7.32,0.27
69,444.55,0.17,83.0,51.77,10.44,0.27
69,297.33,0.2,80.0,75.09,12.03,0.27
69,323.64,0.23,77.0,110.82,11.5,0.27
70,549.04,0.16,84.0,79.22,9.27,0.26

70,590.52,0.21,79.0,65.27,8.26,0.26
70,462.07,0.18,82.0,31.97,10.15,0.25
70,1133.77,0.2,80.0,69.48,1.58,0.25
71,514.28,0.15,85.0,72.07,9.77,0.26
71,841.02,0.16,84.0,68.74,5.8,0.26
72,565.75,0.17,83.0,52.35,8.98,0.28
2,493.28,0.17,83.0,102.61,9.85,0.28
72,871.2,0.19,81.0,105.21,5.01,0.28
72,640.2,0.19,81.0,105.65,7.86,0.28
73,535.4,0.23,77.0,72.04,8.75,0.31
73,441.37,0.19,81.0,57.11,10.32,0.31
73,472.86,0.23,77.0,96.98,9.56,0.31
74,395.99,0.16,84.0,45.59,11.1,0.29
74,1015.5,0.12,88.0,67.76,4.32,0.29

75,616.0,0.16,84.0,61.72,8.48,0.27
75,288.0,0.2,80.0,89.95,12.15,0.27

75,563.87,0.16,84.0,79.9,9.1,0.27
75,881.2,0.2,80.0,115.33,4.74,0.27

76,811.99,0.26,74.0,135.8,4.68,0.25

76,539.92,0.18,82.0,80.95,9.2,0.25

77,794.0,0.18,82.0,84.15,6.1,0.25


77,887.59,0.2,80.0,73.16,4.65,0.25
77,886.24,0.18,82.0,94.93,4.97,0.25
77,649.55,0.15,85.0,43.78,8.18,0.25
78,468.0,0.12,88.0,81.21,10.55,0.27

78,498.34,0.22,78.0,77.93,9.33,0.27
78,669.91,0.18,82.0,20.59,7.61,0.27
78,689.51,0.13,87.0,39.3,7.93,0.27
78,518.96,0.22,78.0,43.71,9.06,0.27
78,250.0,0.2,80.0,111.23,12.62,0.27
79,773.31,0.27,73.0,104.98,5.04,0.26

79,1104.17,0.19,81.0,35.85,2.13,0.26
79,322.0,0.14,86.0,68.57,12.09,0.26
79,566.77,0.23,77.0,108.42,8.34,0.26
,930.36,0.22,78.0,76.77,3.79,0.26
80,634.2,0.17,83.0,103.88,8.15,0.27

80,740.08,0.24,76.0,65.19,5.95,0.27
80,1030.21,0.12,88.0,97.53,4.16,0.27
80,361.0,0.17,83.0,119.82,11.45,0.27
81,441.53,0.15,85.0,49.65,10.63,0.27
81,772.78,0.2,80.0,36.34,6.09,0.27
82,1059.78,0.19,81.0,60.02,2.68,0.3282,1022.99,0.26,74.0,106.97,1.82,0.32
83,891.16,0.16,84.0,90.65,5.2,0.32

83,977.27,0.15,85.0,32.79,4.33,0.32
84,758.0,0.2,80.0,90.73,6.28,0.27

84,927.16,0.15,85.0,94.65,4.92,0.27
84,213.86,0.21,79.0,56.27,13.03,0.27
84,196.0,0.14,86.0,111.31,13.56,0.27
84,462.18,0.2,80.0,97.71,9.97,0.27
85,433.82,0.23,77.0,68.48,10.07,0.3185,280.0,0.16,84.0,70.33,12.48,0.31
85,817.91,0.18,82.0,105.78,5.81,0.31
86,590.81,0.18,82.0,71.12,8.58,0.28
86,1063.89,0.18,82.0,100.03,2.81,0.28
86,727.0,0.21,79.0,51.14,6.53,0.28
86,632.83,0.19,81.0,79.76,7.95,0.28

86,236.0,0.16,84.0,74.72,13.0,0.28
87,1066.08,0.17,83.0,85.12,2.95,0.2787,360.96,0.13,87.0,60.76,11.7,0.27
87,464.0,0.18,82.0,14.33,10.12,0.27
87,996.86,0.18,82.0,71.45,3.62,0.27
88,555.15,0.21,79.0,58.0,8.71,0.26
68888,151.0,0.14,86.0,112.33,14.08,0.26
88,598.5,0.23,77.0,66.67,7.93,0.26
89,496.5,0.12,88.0,81.81,10.22,0.3
89,472.51,0.21,79.0,76.53,9.75,0.3

90,1135.84,0.2,80.0,59.71,1.55,0.26

90,647.6,0.18,82.0,65.24,7.88,0.26

90,346.14,0.19,81.0,59.0,11.49,0.26
91,1035.25,0.21,79.0,96.79,2.63,0.25
91,642.67,0.15,85.0,31.08,8.26,0.25
91,456.61,0.14,86.0,60.57,10.53,0.25
92,630.8,0.15,85.0,83.16,8.4,0.28
92,697.97,0.17,83.0,62.72,7.39,0.28

93,216.0,0.28,72.0,115.73,12.61,0.28
3,908.93,0.25,75.0,143.95,3.55,0.28
94,1214.73,0.12,88.0,58.62,2.06,0.3294,575.19,0.15,85.0,57.43,9.06,0.32
994,689.67,0.27,73.0,113.77,6.18,0.32
95,394.0,0.14,86.0,63.44,11.26,0.28

95,148.0,0.17,83.0,58.1,14.01,0.28

95,314.0,0.18,82.0,63.87,11.95,0.28
96,959.36,0.13,87.0,49.46,4.82,0.31

96,1108.14,0.17,83.0,138.7,2.44,0.31
96,929.62,0.15,85.0,99.07,4.89,0.31
97,1062.06,0.21,79.0,93.87,2.29,0.2697,500.3,0.2,80.0,41.02,9.5,0.26
097,531.47,0.14,86.0,52.66,9.66,0.26
97,415.29,0.3,70.0,99.91,9.64,0.26
97,515.54,0.15,85.0,48.28,9.76,0.26
98,145.0,0.23,77.0,62.56,13.82,0.28
98,917.76,0.16,84.0,43.96,4.88,0.28
98,296.0,0.2,80.0,50.37,12.05,0.28

98,695.0,0.21,79.0,98.5,6.94,0.28
98,417.68,0.25,75.0,116.29,10.1,0.28
99,687.11,0.16,84.0,42.36,7.63,0.2899,604.6,0.15,85.0,77.51,8.71,0.28
28
99,914.54,0.13,87.0,80.44,5.34,0.28
100,704.58,0.22,78.0,94.27,6.68,0.26
100,885.83,0.21,79.0,88.71,4.52,0.26
6
101,844.85,0.21,79.0,120.01,5.04,0.45
101,873.23,0.18,82.0,59.86,5.13,0.45
101,263.0,0.17,83.0,91.8,12.63,0.45
101,183.58,0.25,75.0,143.18,13.22,0.45
101,494.75,0.19,81.0,60.82,9.66,0.45
101,582.62,0.25,75.0,70.33,7.9,0.45
102,871.17,0.13,87.0,95.68,5.84,0.33

102,1131.46,0.2,80.0,63.17,1.61,0.33
102,718.08,0.16,84.0,70.51,7.26,0.33
103,1079.72,0.19,81.0,64.28,2.44,0.29
103,655.37,0.18,82.0,91.71,7.79,0.29
103,795.29,0.14,86.0,110.39,6.59,0.29
103,496.93,0.18,82.0,107.62,9.72,0.29
103,581.84,0.16,84.0,84.01,8.88,0.29
103,863.31,0.16,84.0,49.73,5.53,0.29
104,426.0,0.23,77.0,102.54,10.17,0.32104,1015.06,0.17,83.0,76.97,3.57,0.32
104,463.0,0.13,87.0,44.0,10.53,0.32
104,808.0,0.1,90.0,42.4,6.91,0.32
104,1042.53,0.19,81.0,68.7,2.89,0.32
104,673.33,0.19,81.0,74.78,7.45,0.32
104,845.31,0.16,84.0,78.02,5.75,0.32
105,471.02,0.18,82.0,88.35,10.04,0.31
105,830.83,0.15,85.0,76.03,6.05,0.31
106,532.2,0.17,83.0,90.84,9.38,0.31
106,404.0,0.14,86.0,61.92,11.14,0.31

106,702.58,0.18,82.0,135.35,7.21,0.31
107,1042.04,0.12,88.0,61.3,4.02,0.33

107,466.14,0.14,86.0,25.27,10.42,0.33

107,716.57,0.16,84.0,110.86,7.28,0.33
108,836.0,0.22,78.0,54.83,5.0,0.31


108,887.0,0.11,89.0,46.9,5.91,0.31

109,664.92,0.13,87.0,77.72,8.21,0.34
109,751.81,0.23,77.0,70.38,5.94,0.34
110,598.07,0.1,90.0,95.49,9.24,0.31

110,802.0,0.2,80.0,106.36,5.72,0.31
110,946.32,0.18,82.0,68.87,4.24,0.31
110,487.01,0.19,81.0,103.18,9.75,0.31
111,479.0,0.13,87.0,73.93,10.34,0.33111,767.42,0.22,78.0,136.0,5.88,0.33
111,1034.95,0.24,76.0,52.8,2.07,0.33
112,996.94,0.2,80.0,91.03,3.29,0.64


2,-25.0,0.25,75.0,86.71,16.0,0.64
112,916.57,0.09,91.0,82.13,5.83,0.64
112,810.0,0.14,86.0,35.89,6.42,0.64
113,928.84,0.15,85.0,69.7,4.9,0.35

113,846.85,0.18,82.0,84.71,5.45,0.35
113,1089.23,0.18,82.0,61.68,2.5,0.35
113,726.59,0.13,87.0,50.55,7.5,0.35
113,474.41,0.26,74.0,50.32,9.24,0.35
114,824.1,0.23,77.0,117.75,5.0,0.39

114,688.39,0.18,82.0,60.12,7.39,0.39
114,690.97,0.18,82.0,59.18,7.35,0.39
114,802.54,0.2,80.0,93.24,5.72,0.39

114,484.0,0.18,82.0,81.38,9.88,0.39
115,1141.28,0.18,82.0,96.08,1.86,0.37
115,887.8,0.21,79.0,103.09,4.5,0.37

115,957.21,0.17,83.0,112.56,4.26,0.37
115,628.39,0.14,86.0,46.61,8.53,0.37
116,812.87,0.16,84.0,44.82,6.13,0.34
116,678.04,0.18,82.0,71.28,7.51,0.34
116,753.49,0.12,88.0,81.34,7.3,0.35
117,736.08,0.18,82.0,95.3,6.8,0.4

117,911.72,0.15,85.0,88.02,5.1,0.4
117,952.6,0.19,81.0,45.18,4.0,0.4
118,677.92,0.21,79.0,119.03,7.15,0.45
118,838.0,0.16,84.0,81.44,5.83,0.44
118,875.44,0.27,73.0,96.53,3.64,0.45
118,850.03,0.21,79.0,130.16,4.97,0.44
118,599.48,0.15,85.0,102.66,8.77,0.45
118,464.0,0.16,84.0,116.39,10.29,0.44
119,845.0,0.13,87.0,48.52,6.14,0.34
119,741.64,0.27,73.0,127.37,5.47,0.34

120,863.86,0.19,81.0,46.06,5.1,0.33

120,1043.57,0.17,83.0,62.92,3.22,0.33
121,736.73,0.18,82.0,105.44,6.8,0.33


121,368.0,0.12,88.0,65.32,11.68,0.33
122,1118.64,0.2,80.0,86.14,1.77,0.33

122,754.7,0.18,82.0,101.69,6.58,0.33
122,457.0,0.13,87.0,78.96,10.6,0.33
122,901.04,0.2,80.0,70.19,4.49,0.33
123,1051.89,0.25,75.0,40.6,1.64,0.29
123,898.89,0.16,84.0,50.17,5.11,0.29
123,604.39,0.26,74.0,100.01,7.48,0.29
124,487.0,0.13,87.0,92.56,10.25,0.33

124,1003.88,0.11,89.0,33.63,4.6,0.32
124,980.13,0.22,78.0,93.91,3.15,0.32
124,792.0,0.19,81.0,67.46,5.99,0.32
124,675.89,0.21,79.0,64.19,7.18,0.32
125,1205.0,0.13,87.0,34.44,2.0,0.3


125,578.34,0.15,85.0,41.69,9.02,0.3
125,391.0,0.15,85.0,57.78,11.22,0.3
126,692.36,0.23,77.0,75.88,6.71,0.31

126,927.53,0.21,79.0,72.73,3.99,0.31
126,730.09,0.2,80.0,68.44,6.62,0.31

127,962.0,0.22,78.0,145.05,3.38,0.31
127,683.87,0.15,85.0,86.9,7.78,0.31

127,777.34,0.26,74.0,99.66,5.14,0.31
127,725.72,0.16,84.0,50.33,7.17,0.31
128,1119.96,0.18,82.0,80.55,2.12,0.36128,1084.94,0.19,81.0,46.58,2.37,0.36
6
128,578.12,0.19,81.0,58.06,8.63,0.36
129,772.03,0.17,83.0,105.3,6.49,0.35
129,878.01,0.18,82.0,79.99,5.07,0.35
129,1054.28,0.23,77.0,74.32,2.01,0.35
129,318.0,0.18,82.0,58.38,11.9,0.35
129,659.15,0.13,87.0,106.67,8.27,0.35
129,528.22,0.22,78.0,99.48,8.95,0.35
130,752.44,0.14,86.0,54.7,7.09,0.35

130,592.72,0.19,81.0,31.23,8.45,0.35
130,708.82,0.16,84.0,70.96,7.37,0.35
130,926.4,0.17,83.0,55.41,4.63,0.35
131,443.22,0.25,75.0,134.09,9.76,0.34
131,937.21,0.17,83.0,104.33,4.5,0.34
31,726.31,0.13,87.0,126.02,7.5,0.34
131,637.05,0.17,83.0,75.33,8.12,0.34
132,712.89,0.15,85.0,33.47,7.44,0.46
132,780.34,0.18,82.0,49.59,6.26,0.46
132,432.14,0.17,83.0,58.51,10.59,0.46
132,843.25,0.16,84.0,89.11,5.77,0.46
132,1080.53,0.21,79.0,79.23,2.06,0.46
133,656.86,0.18,82.0,107.09,7.77,0.36133,427.65,0.25,75.0,45.72,9.96,0.36

134,738.2,0.23,77.0,104.97,6.11,0.34
134,675.93,0.16,84.0,75.53,7.76,0.34
134,565.0,0.19,81.0,83.61,8.79,0.34

135,761.39,0.15,85.0,39.55,6.87,0.36
135,305.66,0.2,80.0,89.78,11.93,0.36
136,859.43,0.17,83.0,71.75,5.44,0.38
136,1000.94,0.17,83.0,67.89,3.74,0.38
136,920.96,0.21,79.0,65.2,4.08,0.38
136,446.0,0.24,76.0,59.29,9.82,0.38
137,638.74,0.14,86.0,111.89,8.41,0.42
137,373.0,0.19,81.0,66.02,11.16,0.42
137,729.91,0.15,85.0,79.81,7.24,0.42
137,293.0,0.19,81.0,47.26,12.15,0.43
137,964.84,0.21,79.0,45.28,3.52,0.43
138,683.86,0.16,84.0,72.82,7.67,0.55

138,1020.0,0.3,70.0,134.17,1.0,0.55

139,590.69,0.17,83.0,90.93,8.68,0.48
139,481.14,0.16,84.0,72.71,10.08,0.48
139,864.13,0.18,82.0,95.82,5.24,0.48
140,750.68,0.1,90.0,57.17,7.55,0.49

140,517.07,0.18,82.0,52.73,9.47,0.49
141,784.01,0.15,85.0,111.77,6.6,0.43

141,598.0,0.14,86.0,34.42,8.88,0.43

141,778.14,0.16,84.0,83.24,6.55,0.43
142,771.81,0.16,84.0,128.61,6.62,0.37
142,155.0,0.21,79.0,119.42,13.77,0.37
142,611.13,0.23,77.0,62.77,7.76,0.37
143,1105.29,0.17,83.0,75.09,2.48,0.36
43,227.0,0.21,79.0,65.65,12.86,0.36


144,773.28,0.21,79.0,70.09,5.95,0.36
1144,489.64,0.19,81.0,81.34,9.72,0.36
145,581.0,0.13,87.0,55.36,9.17,0.35
145,515.0,0.17,83.0,76.15,9.59,0.35

145,841.11,0.15,85.0,85.97,5.93,0.35
146,866.0,0.18,82.0,67.06,5.22,0.41

146,951.39,0.15,85.0,53.41,4.63,0.41

147,1002.93,0.18,82.0,64.53,3.55,0.33
147,1221.31,0.11,89.0,69.21,2.15,0.33
147,593.88,0.14,86.0,74.58,8.93,0.33
147,379.95,0.2,80.0,68.96,11.0,0.33

148,398.0,0.14,86.0,111.86,11.21,0.34
8,681.17,0.16,84.0,75.16,7.7,0.34

149,1003.69,0.25,75.0,96.85,2.28,0.31
149,850.4,0.18,82.0,46.38,5.41,0.31
149,534.51,0.3,70.0,108.9,7.94,0.31
149,480.24,0.22,78.0,47.57,9.56,0.31
